pmid,disease_name,pathway_name,disease_id,pathway_id,category,reference_title,reference_journal,matched_recon3d_pathway,match_method,match_score
18313024,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Neuropathy target esterase gene mutations cause motor neuron disease.,Am J Hum Genet 82:780-5 (2008),Oxidative phosphorylation,kegg_id_crossref,1.0
19061983,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,"A missense mutation in SLC33A1, which encodes the acetyl-CoA transporter, causes autosomal-dominant spastic paraplegia (SPG42).",Am J Hum Genet 83:752-9 (2008),Oxidative phosphorylation,kegg_id_crossref,1.0
23857908,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Hereditary spastic paraplegia type 43 (SPG43) is caused by mutation in C19orf12.,Hum Mutat 34:1357-60 (2013),Oxidative phosphorylation,kegg_id_crossref,1.0
19056803,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Hereditary spastic paraplegia is a novel phenotype for GJA12/GJC2 mutations.,Brain 132:426-38 (2009),Oxidative phosphorylation,kegg_id_crossref,1.0
24482476,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Exome sequencing links corticospinal motor neuron disease to common neurodegenerative disorders.,Science 343:506-511 (2014),Oxidative phosphorylation,kegg_id_crossref,1.0
23332916,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Loss of function of glucocerebrosidase GBA2 is responsible for motor neuron defects in hereditary spastic paraplegia.,Am J Hum Genet 92:238-44 (2013),Oxidative phosphorylation,kegg_id_crossref,1.0
21620353,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,"Adaptor protein complex 4 deficiency causes severe autosomal-recessive intellectual disability, progressive spastic paraplegia, shy character, and short stature.",Am J Hum Genet 88:788-795 (2011),Oxidative phosphorylation,kegg_id_crossref,1.0
20613862,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,A genome-scale DNA repair RNAi screen identifies SPG48 as a novel gene associated with hereditary spastic paraplegia.,PLoS Biol 8:e1000408 (2010),Oxidative phosphorylation,kegg_id_crossref,1.0
23176824,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Mutation in TECPR2 reveals a role for autophagy in hereditary spastic paraparesis.,Am J Hum Genet 91:1065-72 (2012),Oxidative phosphorylation,kegg_id_crossref,1.0
19559397,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Mutation in the AP4M1 gene provides a model for neuroaxonal injury in cerebral palsy.,Am J Hum Genet 85:40-52 (2009),Oxidative phosphorylation,kegg_id_crossref,1.0
22717650,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,A founder mutation in Vps37A causes autosomal recessive complex hereditary spastic paraparesis.,J Med Genet 49:462-72 (2012),Oxidative phosphorylation,kegg_id_crossref,1.0
23176823,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,"Mutations in DDHD2, encoding an intracellular phospholipase A(1), cause a recessive form of complex hereditary spastic paraplegia.",Am J Hum Genet 91:1073-81 (2012),Oxidative phosphorylation,kegg_id_crossref,1.0
23188110,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,A homozygous mutation of C12orf65 causes spastic paraplegia with optic atrophy and neuropathy (SPG55).,J Med Genet 49:777-84 (2012),Oxidative phosphorylation,kegg_id_crossref,1.0
23176821,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Alteration of fatty-acid-metabolizing enzymes affects mitochondrial form and function in hereditary spastic paraplegia.,Am J Hum Genet 91:1051-64 (2012),Oxidative phosphorylation,kegg_id_crossref,1.0
23479643,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Inhibition of TFG function causes hereditary axon degeneration by impairing endoplasmic reticulum structure.,Proc Natl Acad Sci U S A 110:5091-6 (2013),Oxidative phosphorylation,kegg_id_crossref,1.0
24388663,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Loss of association of REEP2 with membranes leads to hereditary spastic paraplegia.,Am J Hum Genet 94:268-77 (2014),Oxidative phosphorylation,kegg_id_crossref,1.0
25751282,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Mutation in CPT1C Associated With Pure Autosomal Dominant Spastic Paraplegia.,JAMA Neurol 72:561-70 (2015),Oxidative phosphorylation,kegg_id_crossref,1.0
25609768,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Fe/S protein assembly gene IBA57 mutation causes hereditary spastic paraplegia.,Neurology 84:659-67 (2015),Oxidative phosphorylation,kegg_id_crossref,1.0
26179919,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Myelin-associated glycoprotein gene mutation causes Pelizaeus-Merzbacher disease-like disorder.,Brain 138:2521-36 (2015),Oxidative phosphorylation,kegg_id_crossref,1.0
27153400,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Mutations in CAPN1 Cause Autosomal-Recessive Hereditary Spastic Paraplegia.,Am J Hum Genet 98:1038-1046 (2016),Oxidative phosphorylation,kegg_id_crossref,1.0
26553276,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,A Newly Identified Missense Mutation in FARS2 Causes Autosomal-Recessive Spastic Paraplegia.,Hum Mutat 37:165-9 (2016),Oxidative phosphorylation,kegg_id_crossref,1.0
27217339,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Genetic and phenotypic characterization of complex hereditary spastic paraplegia.,Brain 139:1904-18 (2016),Oxidative phosphorylation,kegg_id_crossref,1.0
35986737,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,"Heterozygous UCHL1 loss-of-function variants cause a neurodegenerative disorder with spasticity, ataxia, neuropathy, and optic atrophy.",Genet Med 24:2079-2090 (2022),Oxidative phosphorylation,kegg_id_crossref,1.0
23359680,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Recessive loss of function of the neuronal ubiquitin hydrolase UCHL1 leads to early-onset progressive neurodegeneration.,Proc Natl Acad Sci U S A 110:3489-94 (2013),Oxidative phosphorylation,kegg_id_crossref,1.0
30929741,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Truncating Mutations in UBAP1 Cause Hereditary Spastic Paraplegia.,Am J Hum Genet 104:767-773 (2019),Oxidative phosphorylation,kegg_id_crossref,1.0
28052917,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,A mutation of EPT1 (SELENOI) underlies a new disorder of Kennedy pathway phospholipid biosynthesis.,Brain 140:547-554 (2017),Oxidative phosphorylation,kegg_id_crossref,1.0
31637422,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Mutations in PCYT2 disrupt etherlipid biosynthesis and cause a complex hereditary spastic paraplegia.,Brain 142:3382-3397 (2019),Oxidative phosphorylation,kegg_id_crossref,1.0
32707086,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Bi-allelic HPDL Variants Cause a Neurodegenerative Disease Ranging from Neonatal Encephalopathy to Adolescent-Onset Spastic Paraplegia.,Am J Hum Genet 107:364-373 (2020),Oxidative phosphorylation,kegg_id_crossref,1.0
34415322,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Biallelic PI4KA variants cause a novel neurodevelopmental syndrome with hypomyelinating leukodystrophy.,Brain 144:2659-2669 (2021),Oxidative phosphorylation,kegg_id_crossref,1.0
31636353,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Bi-allelic variants in RNF170 are associated with hereditary spastic paraplegia.,Nat Commun 10:4790 (2019),Oxidative phosphorylation,kegg_id_crossref,1.0
34489854,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Pathogenic Variants in ABHD16A Cause a Novel Psychomotor Developmental Disorder With Spastic Paraplegia.,Front Neurol 12:720201 (2021),Oxidative phosphorylation,kegg_id_crossref,1.0
35718349,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,TMEM63C mutations cause mitochondrial morphology defects and underlie hereditary spastic paraplegia.,Brain 145:3095-3107 (2022),Oxidative phosphorylation,kegg_id_crossref,1.0
34564892,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Dominant KPNA3 Mutations Cause Infantile-Onset Hereditary Spastic Paraplegia.,Ann Neurol 90:738-750 (2021),Oxidative phosphorylation,kegg_id_crossref,1.0
37119330,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,AMFR dysfunction causes autosomal recessive spastic paraplegia in human that is amenable to statin treatment in a preclinical model.,Acta Neuropathol 146:353-368 (2023),Oxidative phosphorylation,kegg_id_crossref,1.0
36718090,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,SPTSSA variants alter sphingolipid synthesis and cause a complex hereditary spastic paraplegia.,Brain 146:1420-1435 (2023),Oxidative phosphorylation,kegg_id_crossref,1.0
35150594,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,De Novo and Dominantly Inherited SPTAN1 Mutations Cause Spastic Paraplegia and Cerebellar Ataxia.,Mov Disord 37:1175-1186 (2022),Oxidative phosphorylation,kegg_id_crossref,1.0
36136088,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,BiP inactivation due to loss of the deAMPylation function of FICD causes a motor neuron disease.,Genet Med 24:2487-2500 (2022),Oxidative phosphorylation,kegg_id_crossref,1.0
36256512,Hereditary spastic paraplegia,Glycerophospholipid metabolism,H00266,hsa00564,Nervous system disease,Phenotypic continuum of NFU1-related disorders.,Ann Clin Transl Neurol 9:2025-2035 (2022),Oxidative phosphorylation,kegg_id_crossref,1.0
19007737,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Hereditary spastic paraplegia: clinical features and pathogenetic mechanisms.,Lancet Neurol 7:1127-38 (2008),Purine catabolism,kegg_id_crossref,1.0
16469273,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Hereditary spastic paraplegia.,Curr Neurol Neurosci Rep 6:65-76 (2006),Purine catabolism,kegg_id_crossref,1.0
14597333,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Advances in the hereditary spastic paraplegias.,Exp Neurol 184 Suppl 1:S106-10 (2003),Purine catabolism,kegg_id_crossref,1.0
7920659,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"X-linked spastic paraplegia (SPG1), MASA syndrome and X-linked hydrocephalus result from mutations in the L1 gene.",Nat Genet 7:402-7 (1994),Purine catabolism,kegg_id_crossref,1.0
8012387,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,X-linked spastic paraplegia and Pelizaeus-Merzbacher disease are allelic disorders at the proteolipid protein locus.,Nat Genet 6:257-62 (1994),Purine catabolism,kegg_id_crossref,1.0
11685207,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mutations in a newly identified GTPase gene cause autosomal dominant hereditary spastic paraplegia.,Nat Genet 29:326-31 (2001),Purine catabolism,kegg_id_crossref,1.0
10610178,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"Spastin, a new AAA protein, is altered in the most frequent form of autosomal dominant spastic paraplegia.",Nat Genet 23:296-303 (1999),Purine catabolism,kegg_id_crossref,1.0
18252231,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Sequence alterations within CYP7B1 implicate defective cholesterol homeostasis in motor-neuron degeneration.,Am J Hum Genet 82:510-5 (2008),Purine catabolism,kegg_id_crossref,1.0
14508710,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,NIPA1 gene mutations cause autosomal dominant hereditary spastic paraplegia (SPG6).,Am J Hum Genet 73:967-71 (2003),Purine catabolism,kegg_id_crossref,1.0
9635427,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"Spastic paraplegia and OXPHOS impairment caused by mutations in paraplegin, a nuclear-encoded mitochondrial metalloprotease.",Cell 93:973-83 (1998),Purine catabolism,kegg_id_crossref,1.0
17160902,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mutations in the KIAA0196 gene at the SPG8 locus cause hereditary spastic paraplegia.,Am J Hum Genet 80:152-61 (2007),Purine catabolism,kegg_id_crossref,1.0
26026163,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Alteration of ornithine metabolism leads to dominant and recessive hereditary spastic paraplegia.,Brain 138:2191-205 (2015),Purine catabolism,kegg_id_crossref,1.0
12355402,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,A kinesin heavy chain (KIF5A) mutation in hereditary spastic paraplegia (SPG10).,Am J Hum Genet 71:1189-94 (2002),Purine catabolism,kegg_id_crossref,1.0
17322883,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"Mutations in SPG11, encoding spatacsin, are a major cause of spastic paraplegia with thin corpus callosum.",Nat Genet 39:366-72 (2007),Purine catabolism,kegg_id_crossref,1.0
22232211,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mutations in the ER-shaping protein reticulon 2 cause the axon-degenerative disorder hereditary spastic paraplegia type 12.,J Clin Invest 122:538-44 (2012),Purine catabolism,kegg_id_crossref,1.0
11898127,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Hereditary spastic paraplegia SPG13 is associated with a mutation in the gene encoding the mitochondrial chaperonin Hsp60.,Am J Hum Genet 70:1328-32 (2002),Purine catabolism,kegg_id_crossref,1.0
18394578,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"Identification of the SPG15 gene, encoding spastizin, as a frequent cause of complicated autosomal-recessive spastic paraplegia, including Kjellin syndrome.",Am J Hum Genet 82:992-1002 (2008),Purine catabolism,kegg_id_crossref,1.0
14981520,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Heterozygous missense mutations in BSCL2 are associated with distal hereditary motor neuropathy and Silver syndrome.,Nat Genet 36:271-6 (2004),Purine catabolism,kegg_id_crossref,1.0
29528531,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,A novel heterozygous variant in ERLIN2 causes autosomal dominant pure hereditary spastic paraplegia.,Eur J Neurol 25:943-e71 (2018),Purine catabolism,kegg_id_crossref,1.0
23109145,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Loss of ERLIN2 function leads to juvenile primary lateral sclerosis.,Ann Neurol 72:510-6 (2012),Purine catabolism,kegg_id_crossref,1.0
12134148,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"SPG20 is mutated in Troyer syndrome, an hereditary spastic paraplegia.",Nat Genet 31:347-8 (2002),Purine catabolism,kegg_id_crossref,1.0
14564668,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"Maspardin is mutated in mast syndrome, a complicated form of hereditary spastic paraplegia associated with dementia.",Am J Hum Genet 73:1147-56 (2003),Purine catabolism,kegg_id_crossref,1.0
28157540,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"Large Intragenic Deletion in DSTYK Underlies Autosomal-Recessive Complicated Spastic Paraparesis, SPG23.",Am J Hum Genet 100:364-370 (2017),Purine catabolism,kegg_id_crossref,1.0
23746551,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Alteration of ganglioside biosynthesis responsible for complex hereditary spastic paraplegia.,Am J Hum Genet 93:118-23 (2013),Purine catabolism,kegg_id_crossref,1.0
15786464,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mapping of a new form of pure autosomal recessive spastic paraplegia (SPG28).,Ann Neurol 57:567-71 (2005),Purine catabolism,kegg_id_crossref,1.0
21487076,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Exome sequencing and disease-network analysis of a single family implicate a mutation in KIF1A in hereditary spastic paraparesis.,Genome Res 21:658-64 (2011),Purine catabolism,kegg_id_crossref,1.0
16826527,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mutations in the novel mitochondrial protein REEP1 cause hereditary spastic paraplegia type 31.,Am J Hum Genet 79:365-9 (2006),Purine catabolism,kegg_id_crossref,1.0
16826525,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"ZFYVE27 (SPG33), a novel spastin-binding protein, is mutated in hereditary spastic paraplegia.",Am J Hum Genet 79:351-7 (2006),Purine catabolism,kegg_id_crossref,1.0
19068277,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mutations in the fatty acid 2-hydroxylase gene are associated with leukodystrophy with spastic paraparesis and dystonia.,Am J Hum Genet 83:643-8 (2008),Purine catabolism,kegg_id_crossref,1.0
18313024,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Neuropathy target esterase gene mutations cause motor neuron disease.,Am J Hum Genet 82:780-5 (2008),Purine catabolism,kegg_id_crossref,1.0
19061983,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"A missense mutation in SLC33A1, which encodes the acetyl-CoA transporter, causes autosomal-dominant spastic paraplegia (SPG42).",Am J Hum Genet 83:752-9 (2008),Purine catabolism,kegg_id_crossref,1.0
23857908,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Hereditary spastic paraplegia type 43 (SPG43) is caused by mutation in C19orf12.,Hum Mutat 34:1357-60 (2013),Purine catabolism,kegg_id_crossref,1.0
19056803,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Hereditary spastic paraplegia is a novel phenotype for GJA12/GJC2 mutations.,Brain 132:426-38 (2009),Purine catabolism,kegg_id_crossref,1.0
24482476,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Exome sequencing links corticospinal motor neuron disease to common neurodegenerative disorders.,Science 343:506-511 (2014),Purine catabolism,kegg_id_crossref,1.0
23332916,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Loss of function of glucocerebrosidase GBA2 is responsible for motor neuron defects in hereditary spastic paraplegia.,Am J Hum Genet 92:238-44 (2013),Purine catabolism,kegg_id_crossref,1.0
21620353,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"Adaptor protein complex 4 deficiency causes severe autosomal-recessive intellectual disability, progressive spastic paraplegia, shy character, and short stature.",Am J Hum Genet 88:788-795 (2011),Purine catabolism,kegg_id_crossref,1.0
20613862,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,A genome-scale DNA repair RNAi screen identifies SPG48 as a novel gene associated with hereditary spastic paraplegia.,PLoS Biol 8:e1000408 (2010),Purine catabolism,kegg_id_crossref,1.0
23176824,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mutation in TECPR2 reveals a role for autophagy in hereditary spastic paraparesis.,Am J Hum Genet 91:1065-72 (2012),Purine catabolism,kegg_id_crossref,1.0
19559397,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mutation in the AP4M1 gene provides a model for neuroaxonal injury in cerebral palsy.,Am J Hum Genet 85:40-52 (2009),Purine catabolism,kegg_id_crossref,1.0
22717650,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,A founder mutation in Vps37A causes autosomal recessive complex hereditary spastic paraparesis.,J Med Genet 49:462-72 (2012),Purine catabolism,kegg_id_crossref,1.0
23176823,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"Mutations in DDHD2, encoding an intracellular phospholipase A(1), cause a recessive form of complex hereditary spastic paraplegia.",Am J Hum Genet 91:1073-81 (2012),Purine catabolism,kegg_id_crossref,1.0
23188110,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,A homozygous mutation of C12orf65 causes spastic paraplegia with optic atrophy and neuropathy (SPG55).,J Med Genet 49:777-84 (2012),Purine catabolism,kegg_id_crossref,1.0
23176821,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Alteration of fatty-acid-metabolizing enzymes affects mitochondrial form and function in hereditary spastic paraplegia.,Am J Hum Genet 91:1051-64 (2012),Purine catabolism,kegg_id_crossref,1.0
23479643,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Inhibition of TFG function causes hereditary axon degeneration by impairing endoplasmic reticulum structure.,Proc Natl Acad Sci U S A 110:5091-6 (2013),Purine catabolism,kegg_id_crossref,1.0
24388663,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Loss of association of REEP2 with membranes leads to hereditary spastic paraplegia.,Am J Hum Genet 94:268-77 (2014),Purine catabolism,kegg_id_crossref,1.0
25751282,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mutation in CPT1C Associated With Pure Autosomal Dominant Spastic Paraplegia.,JAMA Neurol 72:561-70 (2015),Purine catabolism,kegg_id_crossref,1.0
25609768,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Fe/S protein assembly gene IBA57 mutation causes hereditary spastic paraplegia.,Neurology 84:659-67 (2015),Purine catabolism,kegg_id_crossref,1.0
26179919,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Myelin-associated glycoprotein gene mutation causes Pelizaeus-Merzbacher disease-like disorder.,Brain 138:2521-36 (2015),Purine catabolism,kegg_id_crossref,1.0
27153400,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mutations in CAPN1 Cause Autosomal-Recessive Hereditary Spastic Paraplegia.,Am J Hum Genet 98:1038-1046 (2016),Purine catabolism,kegg_id_crossref,1.0
26553276,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,A Newly Identified Missense Mutation in FARS2 Causes Autosomal-Recessive Spastic Paraplegia.,Hum Mutat 37:165-9 (2016),Purine catabolism,kegg_id_crossref,1.0
27217339,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Genetic and phenotypic characterization of complex hereditary spastic paraplegia.,Brain 139:1904-18 (2016),Purine catabolism,kegg_id_crossref,1.0
35986737,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,"Heterozygous UCHL1 loss-of-function variants cause a neurodegenerative disorder with spasticity, ataxia, neuropathy, and optic atrophy.",Genet Med 24:2079-2090 (2022),Purine catabolism,kegg_id_crossref,1.0
23359680,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Recessive loss of function of the neuronal ubiquitin hydrolase UCHL1 leads to early-onset progressive neurodegeneration.,Proc Natl Acad Sci U S A 110:3489-94 (2013),Purine catabolism,kegg_id_crossref,1.0
30929741,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Truncating Mutations in UBAP1 Cause Hereditary Spastic Paraplegia.,Am J Hum Genet 104:767-773 (2019),Purine catabolism,kegg_id_crossref,1.0
28052917,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,A mutation of EPT1 (SELENOI) underlies a new disorder of Kennedy pathway phospholipid biosynthesis.,Brain 140:547-554 (2017),Purine catabolism,kegg_id_crossref,1.0
31637422,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Mutations in PCYT2 disrupt etherlipid biosynthesis and cause a complex hereditary spastic paraplegia.,Brain 142:3382-3397 (2019),Purine catabolism,kegg_id_crossref,1.0
32707086,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Bi-allelic HPDL Variants Cause a Neurodegenerative Disease Ranging from Neonatal Encephalopathy to Adolescent-Onset Spastic Paraplegia.,Am J Hum Genet 107:364-373 (2020),Purine catabolism,kegg_id_crossref,1.0
34415322,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Biallelic PI4KA variants cause a novel neurodevelopmental syndrome with hypomyelinating leukodystrophy.,Brain 144:2659-2669 (2021),Purine catabolism,kegg_id_crossref,1.0
31636353,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Bi-allelic variants in RNF170 are associated with hereditary spastic paraplegia.,Nat Commun 10:4790 (2019),Purine catabolism,kegg_id_crossref,1.0
34489854,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Pathogenic Variants in ABHD16A Cause a Novel Psychomotor Developmental Disorder With Spastic Paraplegia.,Front Neurol 12:720201 (2021),Purine catabolism,kegg_id_crossref,1.0
35718349,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,TMEM63C mutations cause mitochondrial morphology defects and underlie hereditary spastic paraplegia.,Brain 145:3095-3107 (2022),Purine catabolism,kegg_id_crossref,1.0
34564892,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Dominant KPNA3 Mutations Cause Infantile-Onset Hereditary Spastic Paraplegia.,Ann Neurol 90:738-750 (2021),Purine catabolism,kegg_id_crossref,1.0
37119330,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,AMFR dysfunction causes autosomal recessive spastic paraplegia in human that is amenable to statin treatment in a preclinical model.,Acta Neuropathol 146:353-368 (2023),Purine catabolism,kegg_id_crossref,1.0
36718090,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,SPTSSA variants alter sphingolipid synthesis and cause a complex hereditary spastic paraplegia.,Brain 146:1420-1435 (2023),Purine catabolism,kegg_id_crossref,1.0
35150594,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,De Novo and Dominantly Inherited SPTAN1 Mutations Cause Spastic Paraplegia and Cerebellar Ataxia.,Mov Disord 37:1175-1186 (2022),Purine catabolism,kegg_id_crossref,1.0
36136088,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,BiP inactivation due to loss of the deAMPylation function of FICD causes a motor neuron disease.,Genet Med 24:2487-2500 (2022),Purine catabolism,kegg_id_crossref,1.0
36256512,Hereditary spastic paraplegia,Purine metabolism,H00266,hsa00230,Nervous system disease,Phenotypic continuum of NFU1-related disorders.,Ann Clin Transl Neurol 9:2025-2035 (2022),Purine catabolism,kegg_id_crossref,1.0
18262290,Polymicrogyria,Inositol phosphate metabolism,H00271,hsa00562,Congenital malformation,"Abnormal development of the human cerebral cortex: genetics, functional consequences and treatment options.",Trends Neurosci 31:154-62 (2008),Inositol phosphate metabolism,kegg_id_crossref,1.0
