pmid,disease_name,pathway_name,disease_id,pathway_id,category,reference_title,reference_journal,matched_recon3d_pathway,match_method,match_score
24253857,Hyperlipoproteinemia type IIa,Cholesterol metabolism,H01383,hsa04979,Inherited metabolic disorder,"Clinical utility gene card for: hyperlipoproteinemia, TYPE II.",Eur J Hum Genet 22:ejhg2013271 (2014),Cholesterol metabolism,name_exact,1.0
24139043,Asparagine synthetase deficiency,"Alanine, aspartate and glutamate metabolism",H01386,hsa00250,Inherited metabolic disorder,Deficiency of asparagine synthetase causes congenital microcephaly and a progressive form of encephalopathy.,Neuron 80:429-41 (2013),Alanine and aspartate metabolism,kegg_id_crossref,0.923
24075184,Cole disease,Purine metabolism,H01394,hsa00230,Congenital malformation,Cole Disease Results from Mutations in ENPP1.,Am J Hum Genet 93:752-7 (2013),Purine catabolism,kegg_id_crossref,1.0
19380683,Cole disease,Purine metabolism,H01394,hsa00230,Congenital malformation,Cole disease: guttate hypopigmentation and punctate palmoplantar keratoderma.,Arch Dermatol 145:495-7 (2009),Purine catabolism,kegg_id_crossref,1.0
24075184,Cole disease,Starch and sucrose metabolism,H01394,hsa00500,Congenital malformation,Cole Disease Results from Mutations in ENPP1.,Am J Hum Genet 93:752-7 (2013),Starch and sucrose metabolism,kegg_id_crossref,0.875
19380683,Cole disease,Starch and sucrose metabolism,H01394,hsa00500,Congenital malformation,Cole disease: guttate hypopigmentation and punctate palmoplantar keratoderma.,Arch Dermatol 145:495-7 (2009),Starch and sucrose metabolism,kegg_id_crossref,0.875
24075184,Cole disease,Riboflavin metabolism,H01394,hsa00740,Congenital malformation,Cole Disease Results from Mutations in ENPP1.,Am J Hum Genet 93:752-7 (2013),Vitamin B2 metabolism,kegg_id_crossref,0.778
19380683,Cole disease,Riboflavin metabolism,H01394,hsa00740,Congenital malformation,Cole disease: guttate hypopigmentation and punctate palmoplantar keratoderma.,Arch Dermatol 145:495-7 (2009),Vitamin B2 metabolism,kegg_id_crossref,0.778
24075184,Cole disease,Nicotinate and nicotinamide metabolism,H01394,hsa00760,Congenital malformation,Cole Disease Results from Mutations in ENPP1.,Am J Hum Genet 93:752-7 (2013),NAD metabolism,kegg_id_crossref,1.0
19380683,Cole disease,Nicotinate and nicotinamide metabolism,H01394,hsa00760,Congenital malformation,Cole disease: guttate hypopigmentation and punctate palmoplantar keratoderma.,Arch Dermatol 145:495-7 (2009),NAD metabolism,kegg_id_crossref,1.0
24075184,Cole disease,Pantothenate and CoA biosynthesis,H01394,hsa00770,Congenital malformation,Cole Disease Results from Mutations in ENPP1.,Am J Hum Genet 93:752-7 (2013),CoA synthesis,kegg_id_crossref,0.857
19380683,Cole disease,Pantothenate and CoA biosynthesis,H01394,hsa00770,Congenital malformation,Cole disease: guttate hypopigmentation and punctate palmoplantar keratoderma.,Arch Dermatol 145:495-7 (2009),CoA synthesis,kegg_id_crossref,0.857
23628343,Primary hyperammonemia (Urea cycle disorders),Arginine biosynthesis,H01398,hsa00220(N00593+N00599),Inherited metabolic disorder,Clinical and biochemical aspects of primary and secondary hyperammonemic disorders.,Arch Biochem Biophys 536:101-8 (2013),Glutamate metabolism,kegg_id_crossref,0.429
20138956,Primary hyperammonemia (Urea cycle disorders),Arginine biosynthesis,H01398,hsa00220(N00593+N00599),Inherited metabolic disorder,"Ammonia metabolism, the brain and fatigue; revisiting the link.",Prog Neurobiol 91:200-19 (2010),Glutamate metabolism,kegg_id_crossref,0.429
25042691,Primary hyperammonemia (Urea cycle disorders),Arginine biosynthesis,H01398,hsa00220(N00593+N00599),Inherited metabolic disorder,Sodium phenylbutyrate decreases plasma branched-chain amino acids in patients with urea cycle disorders.,Mol Genet Metab 113:131-5 (2014),Glutamate metabolism,kegg_id_crossref,0.429
25908985,Primary hyperammonemia (Urea cycle disorders),Arginine biosynthesis,H01398,hsa00220(N00593+N00599),Inherited metabolic disorder,Hyperammonemia due to urea cycle disorders: a potentially fatal condition in the intensive care setting.,J Intensive Care 2:22 (2014),Glutamate metabolism,kegg_id_crossref,0.429
25895618,Primary hyperammonemia (Urea cycle disorders),Arginine biosynthesis,H01398,hsa00220(N00593+N00599),Inherited metabolic disorder,Recent advances in the treatment of hyperammonemia.,Adv Drug Deliv Rev 90:55-68 (2015),Glutamate metabolism,kegg_id_crossref,0.429
23628343,Secondary hyperammonemia,"Valine, leucine and isoleucine degradation",H01400,hsa00280,Inherited metabolic disorder,Clinical and biochemical aspects of primary and secondary hyperammonemic disorders.,Arch Biochem Biophys 536:101-8 (2013),"Valine, leucine, and isoleucine metabolism",kegg_id_crossref,0.85
19707277,Secondary hyperammonemia,"Valine, leucine and isoleucine degradation",H01400,hsa00280,Inherited metabolic disorder,Current trends in the treatment of hepatic encephalopathy.,Ther Clin Risk Manag 5:617-26 (2009),"Valine, leucine, and isoleucine metabolism",kegg_id_crossref,0.85
25895618,Secondary hyperammonemia,"Valine, leucine and isoleucine degradation",H01400,hsa00280,Inherited metabolic disorder,Recent advances in the treatment of hyperammonemia.,Adv Drug Deliv Rev 90:55-68 (2015),"Valine, leucine, and isoleucine metabolism",kegg_id_crossref,0.85
14085036,Secondary hyperammonemia,"Valine, leucine and isoleucine degradation",H01400,hsa00280,Inherited metabolic disorder,"AN AMMONIA DETOXICANT, ARGININE GLUTAMATE.",JAMA 187:359-60 (1964),"Valine, leucine, and isoleucine metabolism",kegg_id_crossref,0.85
11092761,Secondary hyperammonemia,"Valine, leucine and isoleucine degradation",H01400,hsa00280,Inherited metabolic disorder,"Hyperammonemia with reduced ornithine, citrulline, arginine and proline: a new inborn error caused by a mutation in the gene encoding delta(1)-pyrroline-5-carboxylate synthase.",Hum Mol Genet 9:2853-8 (2000),"Valine, leucine, and isoleucine metabolism",kegg_id_crossref,0.85
24485043,Secondary hyperammonemia,"Valine, leucine and isoleucine degradation",H01400,hsa00280,Inherited metabolic disorder,Persistent pulmonary arterial hypertension in the newborn (PPHN): a frequent manifestation of TMEM70 defective patients.,Mol Genet Metab 111:353-359 (2014),"Valine, leucine, and isoleucine metabolism",kegg_id_crossref,0.85
24530203,Secondary hyperammonemia,"Valine, leucine and isoleucine degradation",H01400,hsa00280,Inherited metabolic disorder,Mitochondrial carbonic anhydrase VA deficiency resulting from CA5A alterations presents with hyperammonemia in early childhood.,Am J Hum Genet 94:453-61 (2014),"Valine, leucine, and isoleucine metabolism",kegg_id_crossref,0.85
23628343,Secondary hyperammonemia,Carbon metabolism,H01400,hsa01200,Inherited metabolic disorder,Clinical and biochemical aspects of primary and secondary hyperammonemic disorders.,Arch Biochem Biophys 536:101-8 (2013),Citric acid cycle,kegg_id_crossref,1.0
19707277,Secondary hyperammonemia,Carbon metabolism,H01400,hsa01200,Inherited metabolic disorder,Current trends in the treatment of hepatic encephalopathy.,Ther Clin Risk Manag 5:617-26 (2009),Citric acid cycle,kegg_id_crossref,1.0
25895618,Secondary hyperammonemia,Carbon metabolism,H01400,hsa01200,Inherited metabolic disorder,Recent advances in the treatment of hyperammonemia.,Adv Drug Deliv Rev 90:55-68 (2015),Citric acid cycle,kegg_id_crossref,1.0
14085036,Secondary hyperammonemia,Carbon metabolism,H01400,hsa01200,Inherited metabolic disorder,"AN AMMONIA DETOXICANT, ARGININE GLUTAMATE.",JAMA 187:359-60 (1964),Citric acid cycle,kegg_id_crossref,1.0
11092761,Secondary hyperammonemia,Carbon metabolism,H01400,hsa01200,Inherited metabolic disorder,"Hyperammonemia with reduced ornithine, citrulline, arginine and proline: a new inborn error caused by a mutation in the gene encoding delta(1)-pyrroline-5-carboxylate synthase.",Hum Mol Genet 9:2853-8 (2000),Citric acid cycle,kegg_id_crossref,1.0
24485043,Secondary hyperammonemia,Carbon metabolism,H01400,hsa01200,Inherited metabolic disorder,Persistent pulmonary arterial hypertension in the newborn (PPHN): a frequent manifestation of TMEM70 defective patients.,Mol Genet Metab 111:353-359 (2014),Citric acid cycle,kegg_id_crossref,1.0
24530203,Secondary hyperammonemia,Carbon metabolism,H01400,hsa01200,Inherited metabolic disorder,Mitochondrial carbonic anhydrase VA deficiency resulting from CA5A alterations presents with hyperammonemia in early childhood.,Am J Hum Genet 94:453-61 (2014),Citric acid cycle,kegg_id_crossref,1.0
23628343,Secondary hyperammonemia,Glyoxylate and dicarboxylate metabolism,H01400,hsa00630,Inherited metabolic disorder,Clinical and biochemical aspects of primary and secondary hyperammonemic disorders.,Arch Biochem Biophys 536:101-8 (2013),ROS detoxification,kegg_id_crossref,1.0
19707277,Secondary hyperammonemia,Glyoxylate and dicarboxylate metabolism,H01400,hsa00630,Inherited metabolic disorder,Current trends in the treatment of hepatic encephalopathy.,Ther Clin Risk Manag 5:617-26 (2009),ROS detoxification,kegg_id_crossref,1.0
25895618,Secondary hyperammonemia,Glyoxylate and dicarboxylate metabolism,H01400,hsa00630,Inherited metabolic disorder,Recent advances in the treatment of hyperammonemia.,Adv Drug Deliv Rev 90:55-68 (2015),ROS detoxification,kegg_id_crossref,1.0
14085036,Secondary hyperammonemia,Glyoxylate and dicarboxylate metabolism,H01400,hsa00630,Inherited metabolic disorder,"AN AMMONIA DETOXICANT, ARGININE GLUTAMATE.",JAMA 187:359-60 (1964),ROS detoxification,kegg_id_crossref,1.0
11092761,Secondary hyperammonemia,Glyoxylate and dicarboxylate metabolism,H01400,hsa00630,Inherited metabolic disorder,"Hyperammonemia with reduced ornithine, citrulline, arginine and proline: a new inborn error caused by a mutation in the gene encoding delta(1)-pyrroline-5-carboxylate synthase.",Hum Mol Genet 9:2853-8 (2000),ROS detoxification,kegg_id_crossref,1.0
24485043,Secondary hyperammonemia,Glyoxylate and dicarboxylate metabolism,H01400,hsa00630,Inherited metabolic disorder,Persistent pulmonary arterial hypertension in the newborn (PPHN): a frequent manifestation of TMEM70 defective patients.,Mol Genet Metab 111:353-359 (2014),ROS detoxification,kegg_id_crossref,1.0
24530203,Secondary hyperammonemia,Glyoxylate and dicarboxylate metabolism,H01400,hsa00630,Inherited metabolic disorder,Mitochondrial carbonic anhydrase VA deficiency resulting from CA5A alterations presents with hyperammonemia in early childhood.,Am J Hum Genet 94:453-61 (2014),ROS detoxification,kegg_id_crossref,1.0
23628343,Secondary hyperammonemia,Biosynthesis of amino acids,H01400,hsa01230,Inherited metabolic disorder,Clinical and biochemical aspects of primary and secondary hyperammonemic disorders.,Arch Biochem Biophys 536:101-8 (2013),Citric acid cycle,kegg_id_crossref,0.471
19707277,Secondary hyperammonemia,Biosynthesis of amino acids,H01400,hsa01230,Inherited metabolic disorder,Current trends in the treatment of hepatic encephalopathy.,Ther Clin Risk Manag 5:617-26 (2009),Citric acid cycle,kegg_id_crossref,0.471
25895618,Secondary hyperammonemia,Biosynthesis of amino acids,H01400,hsa01230,Inherited metabolic disorder,Recent advances in the treatment of hyperammonemia.,Adv Drug Deliv Rev 90:55-68 (2015),Citric acid cycle,kegg_id_crossref,0.471
14085036,Secondary hyperammonemia,Biosynthesis of amino acids,H01400,hsa01230,Inherited metabolic disorder,"AN AMMONIA DETOXICANT, ARGININE GLUTAMATE.",JAMA 187:359-60 (1964),Citric acid cycle,kegg_id_crossref,0.471
11092761,Secondary hyperammonemia,Biosynthesis of amino acids,H01400,hsa01230,Inherited metabolic disorder,"Hyperammonemia with reduced ornithine, citrulline, arginine and proline: a new inborn error caused by a mutation in the gene encoding delta(1)-pyrroline-5-carboxylate synthase.",Hum Mol Genet 9:2853-8 (2000),Citric acid cycle,kegg_id_crossref,0.471
24485043,Secondary hyperammonemia,Biosynthesis of amino acids,H01400,hsa01230,Inherited metabolic disorder,Persistent pulmonary arterial hypertension in the newborn (PPHN): a frequent manifestation of TMEM70 defective patients.,Mol Genet Metab 111:353-359 (2014),Citric acid cycle,kegg_id_crossref,0.471
24530203,Secondary hyperammonemia,Biosynthesis of amino acids,H01400,hsa01230,Inherited metabolic disorder,Mitochondrial carbonic anhydrase VA deficiency resulting from CA5A alterations presents with hyperammonemia in early childhood.,Am J Hum Genet 94:453-61 (2014),Citric acid cycle,kegg_id_crossref,0.471
23664117,SEMD with joint laxity type,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,H01494,hsa00532(N01574),Congenital malformation,"Mutations in B3GALT6, which encodes a glycosaminoglycan linker region enzyme, cause a spectrum of skeletal and connective tissue disorders.",Am J Hum Genet 92:927-34 (2013),Chondroitin synthesis,kegg_id_crossref,1.0
12567412,SEMD with joint laxity type,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,H01494,hsa00532(N01574),Congenital malformation,Spondyloepimetaphyseal dysplasia with joint laxity leptodactylic form: clinical course and phenotypic variations in four patients.,Am J Med Genet A 117A:147-53 (2003),Chondroitin synthesis,kegg_id_crossref,1.0
22152677,SEMD with joint laxity type,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,H01494,hsa00532(N01574),Congenital malformation,"Whole-exome sequencing identifies mutations of KIF22 in spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type.",Am J Hum Genet 89:760-6 (2011),Chondroitin synthesis,kegg_id_crossref,1.0
30284759,SEMD with joint laxity type,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,H01494,hsa00532(N01574),Congenital malformation,"Confirmation of spondylo-epi-metaphyseal dysplasia with joint laxity, EXOC6B type.",Am J Med Genet A 176:2934-2935 (2018),Chondroitin synthesis,kegg_id_crossref,1.0
26669664,SEMD with joint laxity type,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,H01494,hsa00532(N01574),Congenital malformation,A novel multiple joint dislocation syndrome associated with a homozygous nonsense variant in the EXOC6B gene.,Eur J Hum Genet 24:1206-10 (2016),Chondroitin synthesis,kegg_id_crossref,1.0
23664117,SEMD with joint laxity type,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H01494,hsa00534(N01574),Congenital malformation,"Mutations in B3GALT6, which encodes a glycosaminoglycan linker region enzyme, cause a spectrum of skeletal and connective tissue disorders.",Am J Hum Genet 92:927-34 (2013),Chondroitin synthesis,kegg_id_crossref,1.0
12567412,SEMD with joint laxity type,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H01494,hsa00534(N01574),Congenital malformation,Spondyloepimetaphyseal dysplasia with joint laxity leptodactylic form: clinical course and phenotypic variations in four patients.,Am J Med Genet A 117A:147-53 (2003),Chondroitin synthesis,kegg_id_crossref,1.0
22152677,SEMD with joint laxity type,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H01494,hsa00534(N01574),Congenital malformation,"Whole-exome sequencing identifies mutations of KIF22 in spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type.",Am J Hum Genet 89:760-6 (2011),Chondroitin synthesis,kegg_id_crossref,1.0
30284759,SEMD with joint laxity type,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H01494,hsa00534(N01574),Congenital malformation,"Confirmation of spondylo-epi-metaphyseal dysplasia with joint laxity, EXOC6B type.",Am J Med Genet A 176:2934-2935 (2018),Chondroitin synthesis,kegg_id_crossref,1.0
26669664,SEMD with joint laxity type,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H01494,hsa00534(N01574),Congenital malformation,A novel multiple joint dislocation syndrome associated with a homozygous nonsense variant in the EXOC6B gene.,Eur J Hum Genet 24:1206-10 (2016),Chondroitin synthesis,kegg_id_crossref,1.0
12719077,Spondyloocular syndrome,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,H01496,hsa00532(N01574),Congenital malformation,"Spondylo-ocular syndrome: a new entity with crystalline lens malformation, cataract, retinal detachment, osteoporosis, and platyspondyly.",Am J Ophthalmol 135:681-7 (2003),Chondroitin synthesis,kegg_id_crossref,1.0
